Sample,Naive_007,Naive_027,Naive_071,Naive_109,Naive_127,Naive_139,Semi_025,Semi_045,Semi_061,Semi_091,Semi_143,Semi_157
Label,Naive,Naive,Naive,Naive,Naive,Naive,Semi_immue,Semi_immue,Semi_immue,Semi_immue,Semi_immue,Semi_immue
474.7611__72.52,85055.26872,163278.91618,72371.54472,12052.87306,124565.69561,26081.03759,813702.94876,712070.61626,762546.94011,767023.13071,746042.4745,893774.55543
474.7978__58.48,0,0,0,0,0,0,0,0,0,0,37998.44636,0
475.2887__57.89,701191.83748,463685.2325,267018.62912,291973.989,347736.32956,379372.63454,331784.86912,325599.62186,313127.48023,255015.25773,485616.66303,584070.18378
475.3264__106.99,0,479596.64309,0,9636.37919,76587.348,0,900710.14072,0,1041162.45526,912585.37106,1085074.47866,1369424.9282
475.9492__101.76,655742.67689,483378.33667,386476.03302,476591.06091,376765.49302,539183.28167,164663.63419,335963.76716,219923.71456,189274.74971,156499.89298,251452.84874
476.2756__108.39,7770053.44293,5498453.95192,6202252.88632,7113304.27282,6480347.66262,8613730.14984,15516195.86182,14799467.95378,8658482.96779,6100113.69213,9472996.41178,12606540.23748
476.2784__82.6,2981939.39313,2633835.4627,1901423.69853,2109726.68764,2119415.90618,2235478.07199,2069486.25025,2652141.3699,2262505.72108,1807258.94665,2357449.55441,3025194.95194
476.3077__90.85,80391.33798,156899.10657,58203.52842,0,25372.48486,12921.44826,59041.89675,116362.72365,121432.24255,243396.62517,92175.2412,148854.72041
476.6691__72.23,464137.74349,440570.49574,267800.82935,169679.62254,331615.35495,164023.94696,2235140.66305,2078683.56332,2236074.14405,2305715.49323,705779.49188,725897.4293
476.7804__82.77,1157660.42401,963790.22043,816996.08831,880621.63631,917987.84438,1176791.93157,776061.59705,1147003.61976,452838.27614,664273.50005,852227.55173,1210151.17595
477.2795__108.37,1597265.70729,1006196.9144,1355241.48315,1633215.50233,1321778.89928,1897330.50152,3222999.08935,3248382.21041,1729883.18591,1385535.41656,1976414.53119,2718844.69444
477.3109__90.53,0,0,0,0,0,214010.0161,0,0,0,0,0,0
477.6943__113.31,242841.46861,253724.76732,244856.725,248172.5281,323473.75253,162223.85823,0,0,12462.43844,0,0,134461.10467
478.1004__167.05,79257.28734,0,0,0,0,0,0,0,0,0,0,0
478.2358__89.66,0,78657.94061,32288.58316,0,33892.75421,19331.91576,500238.9307,529929.6602,338082.36512,118518.34586,424376.45051,705565.34791
478.2936__107.76,8534446.85175,10698953.89335,4056892.24468,11802942.47501,13335970.79844,9004176.66256,12523997.49682,16043607.94569,19534698.06959,4927836.55753,5426407.95252,13538403.39751
478.3306__123.9,4188517.8473,4175630.96093,5368241.74019,1780602.50821,3928052.7574,4676090.15291,5642572.3646,5143660.81638,3957331.49637,4438709.74483,4195435.41255,6105499.00211
478.6203__72.08,50274.97095,122590.22475,37640.82207,0,34147.73778,22020.02308,592808.87068,466898.79153,499960.5338,541645.84942,1915901.84602,1802456.58157
478.7759__125.85,0,827441.16668,1101133.34188,669679.69782,1177381.50481,417375.98624,896694.08903,657878.1795,526300.41382,439425.31424,1025647.65497,1566982.84915
478.7999__71.64,1482390.42227,1525252.37374,0,1597284.3581,1604012.00718,0,397299.4697,426487.42242,429825.48163,470147.63009,368595.50527,543425.18033
478.8369__117.72,95481.26009,329862.58949,25103.74364,0,0,41706.20587,181393.25849,94760.1071,48020.77606,41522.33301,13896.40638,21397.38014
479.1083__167.44,0,0,0,0,0,0,0,0,0,0,0,0
479.2843__58.58,11410817.65255,8642390.36606,6312299.17446,7301938.61417,8350466.53356,8346487.44981,4076625.58238,6159311.30168,4882171.52953,3595761.74492,5083924.12824,6036077.56748
479.2971__107.76,2029180.5227,2663174.75789,938808.10912,2997537.06698,3222213.73808,2290899.29529,3353090.7541,4058632.42189,4961302.89475,1237477.17707,1106860.6349,3390738.2233
480.2871__58.49,2645161.82026,2161356.56655,1420235.4471,1600371.42024,1781160.46964,1865007.54318,776450.17953,1475886.06889,1067748.28325,851127.95664,1024499.61647,1215913.87985
480.3097__107.17,7191633.65849,5724327.78266,2468141.96725,5570371.52424,7604884.55978,4450799.96682,6616880.75961,9984019.54942,12540586.21751,3556959.11516,3711045.63995,8773167.32821
480.3464__143.99,21814748.24331,41163977.03481,22315676.63296,26877285.74742,25804708.24932,23146156.58551,45385838.89505,52336795.42893,63539643.18952,63331712.04247,59855835.35784,80385063.7468
480.6165__71.97,94018.4445,163833.28397,70898.60934,52993.75517,53712.25592,22386.79485,2126189.01213,1539960.77597,1905119.84953,1978481.65808,1981916.40893,2067292.50252
480.7068__71.97,469703.81517,91083.89781,596756.94117,597486.99334,56220.2875,30110.66652,692882.2404,664300.26773,591105.02022,680860.15066,786402.05101,568914.01168
480.9627__118.24,0,0,0,0,0,0,0,0,0,0,0,0
481.2631__90.47,1234671.29104,1446797.5155,2517676.58999,1086170.88329,1093488.74316,1265972.58386,388988.71661,597203.18218,408301.94709,513539.84879,671301.6251,1590476.37759
481.3128__107.17,1660334.35505,1362015.83392,511023.81225,1297977.43512,1903089.85916,1118407.29568,1656962.19499,2585340.31344,2921151.08662,788413.0631,795949.27137,2133553.18202
481.3495__144,5546425.88731,11220449.4499,5223350.18685,6810519.23754,6261223.2925,5762893.04917,11641682.04894,13692909.23206,16409160.64491,16866969.20053,15503952.44858,20847276.39624
482.0007__109.07,2646622.75267,1820535.19726,1966547.57403,2623056.56304,2173756.97985,2260439.19323,817437.62565,1069746.1347,1017724.84061,1262520.21802,829074.24974,1571118.30037
482.2631__105.6,482340.5256,755105.08859,431173.59092,717212.55798,434597.30426,427070.67864,710395.43239,815305.65772,1211474.14052,1053207.05145,1140604.69263,889074.15509
482.2663__90.38,7466434.87807,42452.84036,50555.8529,12660.43846,0,0,15121.66298,15083.41659,22221.62472,15867.13506,60148.90261,132451.92228
482.3249__106.65,7630694.60107,5030153.47828,5831248.21948,7745562.78003,6248593.50421,9525206.92968,14665045.89171,16478002.78375,10907842.847,6775200.78392,9676495.04035,13147081.35163
482.3616__151.81,44322337.65274,55939187.12874,41326508.24814,40365030.91119,44727918.74016,39908203.61433,58947391.6911,74979683.49123,71669478.42816,75661141.41079,80845290.67287,82740996.97431
482.6137__72.08,16799.4524,29216.11161,22796.45499,0,24446.54395,0,1265132.72912,981477.2687,1103069.27169,1072529.89004,1203520.88544,1077169.41423
482.703__72.57,175475.79591,210994.432,178936.30468,46623.01734,139509.90779,47911.67379,1385670.1286,1136561.23415,1157290.48979,1281105.98735,1568018.15659,1379008.96924
482.7556__60.22,48995.55589,16654.5769,0,0,9190.68487,40984.98721,585209.20337,409598.6794,661782.6151,439645.99455,814137.95639,937486.71712
483.2861__76.84,4595446.28536,3609774.07356,2996601.99194,3291140.10413,3456647.37045,3944926.8921,3216274.63615,275865.11421,3550199.85175,3222958.12135,265469.47843,434871.95512
483.3284__106.65,1805034.15306,1197990.73556,1415303.65143,1909797.89281,1534882.32141,2175016.98284,3415431.13677,4090357.59949,2597923.83547,1735166.06169,2280513.23721,3117602.22842
483.3654__152.02,11003638.01227,13573673.19356,11122137.62059,10331373.18128,11276411.01636,10601232.39142,15091638.24186,19157093.65392,18367894.61125,18905189.06157,21444894.43658,21311669.93911
483.7878__76.74,2413733.97235,1852970.15733,1512186.58644,1661586.23672,75755.19112,1967111.85823,1533807.90165,1882661.00677,1789265.11645,1517842.75077,1495761.4179,1736248.67437
483.8006__63.47,50997.15474,91667.61858,0,0,13398.85339,94754.11168,367607.59052,305589.48414,434349.06622,572096.59463,400472.91462,777368.78558
484.2605__185.36,171943.13233,96796.65012,213863.45642,37247.65023,428553.93238,459686.09932,2191182.80896,957975.41662,2392721.50676,1352998.28361,1369030.38657,5776310.24314
484.2763__100.57,503389.37944,485465.3644,352720.06562,462630.10285,410408.80016,443630.52376,170591.24398,325371.24381,242326.45429,159802.13118,122021.62674,230670.36715
484.2895__76.47,515971.68332,326457.52983,303294.53146,377817.35358,281800.43051,475313.83272,424615.29059,362238.47931,414359.58655,460294.57365,199880.68642,318287.81043
484.3312__107.01,75447.16679,41872.40676,68792.18194,137529.99672,13053.27345,246622.75155,387149.73339,461142.62723,205810.6373,129937.09564,231668.10789,340895.02913
484.3495__24.57,462084.68416,366297.80369,288910.2938,568455.49956,311355.65349,716133.69771,1224469.86507,1258060.38038,1683169.94819,1109427.01664,1420822.97792,1427896.05077
484.3683__152.07,1044624.35021,1619053.98297,1192066.04508,977544.25085,1441016.39111,994587.06263,1778173.51281,2630451.13538,2316972.32602,2558120.59613,2651106.78861,2687064.00035
484.6113__72.15,0,0,0,0,0,0,445961.21349,288095.49661,423555.53869,383952.1315,409419.41018,414116.33354
484.7003__73.03,44729.36439,77040.83922,68479.55542,63310.26924,64075.03165,32418.05653,844599.11056,528506.8622,791588.96774,872594.29238,1081575.07613,875093.51955
484.7531__60.8,185070.96328,73133.92625,89518.25763,254173.00558,260697.67907,85098.31473,1302389.8222,930803.96972,1586652.10147,1073612.41005,1750853.61206,1958145.90849
485.2835__106.54,2085747.66377,1920756.67154,1690260.62111,1744144.03298,1775180.65672,2069669.40627,491054.62496,1437113.23349,811896.03372,503311.85652,614666.95009,745310.10491
485.3524__24.55,81895.79953,82234.41215,0,0,6419.06532,29929.83244,199544.69662,252244.18421,294601.2727,189098.35103,303638.44641,237761.37464
485.786__106.52,804561.25892,859346.34685,731914.68258,647128.59784,773460.53126,936571.03807,66367.45496,606992.3707,321677.01827,87802.90335,147837.17737,404373.57269
485.7984__64.2,392753.52671,410009.06583,424925.40163,577250.88228,329301.77296,711729.43393,1116534.60325,1086753.92469,1614415.85168,1327597.22342,1334592.79865,1922271.7946
485.9569__115.65,5956145.04149,1578923.10502,645932.85799,2026135.60282,1403270.39868,1283289.78651,266996.61047,511549.33616,438455.03678,1172838.18638,1448457.35171,3366704.16366
486.2964__104.56,1628454.98498,2749835.45976,1435664.27328,2640292.67352,989436.09205,1619798.55984,1954049.88261,2354164.2937,3329298.02903,2226666.65324,2185641.41061,2542340.49179
486.3283__39.31,0,0,0,0,0,0,231545.00376,309942.70477,250616.98289,196842.31759,101239.57719,286463.3947
486.6592__67.78,31081756.80727,25431229.97865,20987908.22819,22309073.68809,26715591.60521,18790891.26358,39432143.92503,35366120.1868,41025551.47353,36611144.80664,38209727.25257,46013928.66401
486.6977__72.98,0,0,10467.31028,0,0,0,488767.45873,143748.64256,447891.45352,475074.55883,243769.44921,216813.10263
486.7499__60.77,172209.54028,68846.53838,27611.27858,0,263128.01478,80084.8455,1004041.51519,782798.70741,1100332.67759,856693.60171,1360360.89495,1613904.69043
486.8655__29.95,6689.97276,5857.66773,0,0,0,5954.00026,214421.99788,343958.56617,413584.10318,310326.02945,277702.58898,130512.26481
486.8663__25.04,301410.29946,241018.66992,116592.93344,383430.16657,264619.16993,448730.04656,3105.13126,135359.86837,16383.13503,3170.52974,0,0
486.9619__202.06,3081080.91052,57474.95394,0,0,28172.98211,42001.40989,0,18576.09724,0,0,0,0
487.2997__104.69,326943.70242,617025.8094,306505.81262,533372.67803,143239.05913,371773.34216,423719.63305,498660.29077,677526.48394,477079.42604,512498.22244,513459.90824
487.8745__87.54,5617822.8674,6118274.73661,6893632.97586,10241162.26754,2867683.55135,8143500.2292,0,169256.12366,0,0,0,0
488.3126__104.26,1990155.54465,3062982.90232,1262883.28421,1790133.16086,1438916.69925,1690528.54646,3094920.98454,2912735.12743,3871559.55982,2993392.15947,4000491.72074,3867589.65619
488.6563__67.86,80518296.60175,65200118.81723,52714843.39511,57201851.62844,67004293.05536,47616429.62977,101428415.8098,90239109.41796,104208570.80086,94635328.63182,96381735.82963,115419859.80681
488.7471__60.18,242250.50302,0,0,327217.90683,226466.98297,26101.50422,339298.81801,241807.66547,300470.47581,186385.11785,420752.91372,503889.5546
488.8737__113.43,4365578.78594,4413302.72666,3604279.80928,2857511.87041,5577343.20677,5120979.87573,4647121.02493,4228526.48635,4792196.0906,2565005.51803,6853427.63142,3867585.24318
489__153.96,0,0,0,0,0,0,0,0,0,0,0,0
489.3159__104.11,387018.60782,638829.88088,199131.29274,344595.90886,257283.84199,287428.48425,650160.40586,578807.19602,837366.49212,635688.00481,912001.16441,918630.68835
489.9519__116.96,700472.45201,547682.98415,634152.37365,388801.66412,764101.81594,428264.31124,0,0,0,0,369830.78024,372207.75827
490.2919__152.46,2175582.91685,2616382.79306,990996.76272,1299396.50929,2405324.41394,987365.13369,3316718.36654,2094290.36651,675792.23682,2818767.36099,1888861.00462,938762.16375
490.2942__72.18,1736848.28503,1955869.37371,1373286.3482,1504336.72207,1495781.7738,2290850.92903,874205.40141,1277918.34711,1043347.83099,1172748.25225,785093.99671,785893.85122
490.3096__108.44,161606.79109,172776.7569,0,0,0,0,540226.97824,435808.8916,163091.77588,0,377539.71097,245193.30775
490.6247__106.51,803135.1012,609490.92377,689725.85755,773373.43765,531670.50217,901045.1457,324601.62966,439939.5429,319643.12802,187015.6195,266453.11818,324782.8028
490.654__67.76,88529526.48685,70147587.88886,60907613.78333,65459926.68237,73449476.87504,55618452.42998,112219858.33832,95582969.5822,109915938.78239,100245829.16908,109024014.54107,123461645.42585
490.7519__88.47,0,30107.49878,0,0,0,0,399021.92645,392349.41799,233633.04723,263682.88189,408362.17957,453900.47399
490.7957__72.97,514752.43007,885726.48607,659753.4988,53885.40422,562988.91256,1054744.03993,482141.67337,554776.77374,549959.40753,499859.00198,324758.44327,323718.19638
490.8708__113.15,1428795.83504,841332.7481,419251.86538,117496.18791,839691.37504,1341425.67912,1296012.72218,1150442.02977,1246892.52218,879832.4907,2022932.38955,335848.26441
490.9589__106.41,548601.0691,588106.8118,403136.40617,432940.81094,573962.05366,616982.12364,139741.09921,247661.95242,246044.616,279530.93573,237846.99526,282534.43247
491.2731__76.74,134848.22408,148399.86831,257712.21908,77346.71369,86930.33493,189928.0014,156691.1544,317926.28052,412685.96989,436927.28889,238820.30468,538394.60184
491.2837__94.66,856470.86526,1038638.24744,717499.1446,530258.9796,827295.5627,1073896.96582,238496.00395,703430.74063,447058.00273,414723.93568,381796.0773,556848.05469
491.2957__151.73,467500.09949,311169.17397,64393.50844,118811.30237,385798.40611,104055.30427,729310.80973,330188.11172,51620.9461,116999.06109,32198.43019,16278.75864
492.0794__129.14,0,0,0,0,0,0,0,0,0,0,0,0
492.1159__167.66,194752.78335,14131.10547,0,0,0,0,0,0,0,0,0,0
492.2917__100.08,1385622.08826,1242282.42624,954374.16614,1216906.63778,1180908.94661,1122209.94169,503905.65549,948120.57029,531161.8221,455378.29638,319126.72107,413351.94422
492.6509__67.85,57133005.56963,45691314.44898,37126148.27764,41328547.15345,45424290.59841,34513188.19893,71960915.5469,61958875.6117,71797653.89345,65142389.83998,66557980.86027,78603481.54038
492.7317__73.04,9387.62951,35597.61602,0,0,0,0,419609.67521,318200.41937,396207.12929,502999.17945,450650.79772,435721.60292
492.7938__99.88,479767.19732,573756.57978,408023.63247,397615.56059,478889.27788,598971.7907,141287.52657,357139.46047,182794.90166,130315.13481,121070.69596,161826.61873
492.8474__59.76,1626667.22548,907006.21278,453869.48421,216890.40045,240421.01483,172446.29957,658545.83307,591888.18859,1655273.12523,251603.90561,0,311419.96526
493.0879__128.4,0,0,0,0,0,0,0,0,0,0,0,0
493.1246__167.83,0,0,0,0,0,0,0,0,0,0,0,0
493.2998__56.77,496802.80203,224730.36845,71611.61915,93154.73935,179249.36651,100195.25951,65017.09695,76681.74825,99555.14845,19137.01381,190000.77967,419825.3122
493.3969__148.6,199822.49745,366807.14806,135458.75884,0,109135.15817,192882.02584,707191.92389,827572.38339,664639.49076,796536.33812,957763.48758,1011408.46306
494.325__149.87,52623938.62519,66364651.93678,39257188.28555,77166348.25248,80717578.06692,57725323.76384,95869107.78879,141535004.06209,80212523.34961,56225970.35708,83376249.59488,69310713.71546
494.3618__142.79,1595104.16279,3854307.30462,341277.7588,0,52877.53078,1114112.9779,4124820.63371,4130790.31727,2218086.8707,1793193.50111,5836625.07352,4351988.85164
494.648__67.98,21828752.37542,17673647.93622,14604943.49833,16440161.87028,17864176.90139,13950035.21502,28097517.31166,24216688.28205,27915896.38829,25708608.52048,26680456.64733,30449664.35367
494.8107__118.24,0,0,0,0,0,0,0,0,0,0,0,0
494.8188__73.16,0,38000.0152,20381.38951,0,0,12434.71179,221189.63438,167270.23359,233932.09603,306607.44554,347113.7612,250003.66655
494.8443__59.69,2566572.79595,1576485.31532,706420.45729,620831.3846,480133.97049,268475.52677,1202806.66743,1151663.64465,2485829.37383,346242.41221,173343.69861,571687.00806
495.1704__99.18,6149867.16658,4326268.12198,2610881.92598,3628783.88782,4936781.18476,3097548.80593,10998.15992,46637.41647,41576.37453,0,0,13494.63812
495.2792__83.08,1041665.92859,767442.70918,684822.83483,921697.28838,912601.84016,923067.98451,261762.64025,873854.15873,307958.15707,291363.48705,118797.37167,89771.47796
495.2968__100.42,313592.45499,238644.64028,267905.35097,191627.40034,233475.6918,334993.01111,0,68150.17099,56437.52364,26334.88628,8871.34062,33618.34728
495.3293__149.95,13940700.26415,16444045.62186,10058350.31333,21304407.38798,20346984.56776,15231893.48363,25891074.95338,36744792.75336,20618422.59245,14106042.94548,21223593.23603,17387893.6709
495.365__142.66,111066.23229,720087.6918,15296.18362,0,0,18294.44642,861415.66999,949618.56664,479964.74171,330318.61778,1507461.85625,968599.6425
496.3413__148.61,1853714548.44299,2142518349.06816,1993993800.22879,2559807472.9378,2530171004.41659,2235055997.54188,3745303984.06757,3805879155.98619,3440025046.12206,3131121393.73988,3754272321.4796,3947319560.97155
496.3413__168.03,105503033.84804,106976000.23107,102119126.66057,0,82688511.24714,107087438.84221,172465272.13764,190364691.08415,196316066.73471,180524675.65562,185608189.36221,213817779.03818
496.6442__68.04,5610885.62739,4472914.6559,3687266.27994,3827079.8403,4800220.55497,3502143.99869,6634434.14929,6039440.93444,7159932.78913,6288019.25802,6949801.26139,7768109.70727
496.6887__65.56,32335270.49055,29114701.90659,24736237.9813,27562207.37731,28483299.28938,23630309.14934,35110601.07439,32003849.36122,34704235.15179,32236826.37766,39043540.41981,38572228.09457
496.8416__59.82,1578004.89791,988956.43598,304436.14599,0,232008.47957,174520.40091,648956.10611,645483.59009,1575722.12696,204069.79133,0,288403.73191
